NUMERO;COD_LUGAR_ORIGEN;COD_LUGAR_DESTINO;FECHA_MOVIMIENTO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD
1738881;3136;5806;TO_DATE('2014-01-27','YYYY-MM-DD');8;18;3;
3938226;3136;5452;TO_DATE('2014-01-24','YYYY-MM-DD');42;22;5;
1831014;3136;6309;TO_DATE('2014-01-20','YYYY-MM-DD');26;25;9;
4517106;3136;5641;TO_DATE('2014-01-28','YYYY-MM-DD');26;25;10;
3047958;3136;4857;TO_DATE('2014-01-28','YYYY-MM-DD');21;28;1;
9671914;3136;4798;TO_DATE('2014-01-24','YYYY-MM-DD');21;28;7;
9075723;3136;5152;TO_DATE('2014-01-30','YYYY-MM-DD');8;18;8;
7874072;3136;4525;TO_DATE('2014-02-01','YYYY-MM-DD');21;28;9;
8938337;1456;4502;TO_DATE('2014-01-17','YYYY-MM-DD');17;28;4;
9862225;1456;5157;TO_DATE('2014-01-18','YYYY-MM-DD');17;28;6;
8229403;1456;4565;TO_DATE('2014-01-19','YYYY-MM-DD');37;29;5;
1036711;1456;4928;TO_DATE('2014-01-10','YYYY-MM-DD');17;28;7;
6127353;1456;6197;TO_DATE('2014-01-18','YYYY-MM-DD');37;29;4;
5691172;998;6458;TO_DATE('2014-01-20','YYYY-MM-DD');17;28;10;
9072702;239;5792;TO_DATE('2013-05-14','YYYY-MM-DD');18;14;5;
8898148;239;5638;TO_DATE('2013-05-15','YYYY-MM-DD');18;14;10;
3860972;239;5629;TO_DATE('2013-05-19','YYYY-MM-DD');46;23;5;
3157632;4100;5109;TO_DATE('2013-07-06','YYYY-MM-DD');38;27;10;
8439274;3259;5594;TO_DATE('2014-03-10','YYYY-MM-DD');58;27;2;
9964495;3259;4615;TO_DATE('2014-03-03','YYYY-MM-DD');58;27;7;
8842940;3259;6473;TO_DATE('2014-03-08','YYYY-MM-DD');57;29;3;
4460113;3259;5948;TO_DATE('2014-03-09','YYYY-MM-DD');25;16;6;
5897102;3259;5365;TO_DATE('2014-03-04','YYYY-MM-DD');57;29;4;
3442475;3259;5557;TO_DATE('2014-03-10','YYYY-MM-DD');20;25;7;
6159724;2956;4636;TO_DATE('2013-09-13','YYYY-MM-DD');72;21;8;
2671749;2956;6424;TO_DATE('2013-09-09','YYYY-MM-DD');43;25;7;
8220949;2956;6163;TO_DATE('2013-09-03','YYYY-MM-DD');33;27;5;
1537527;2956;6017;TO_DATE('2013-09-08','YYYY-MM-DD');43;25;8;
1978365;2956;5357;TO_DATE('2013-09-10','YYYY-MM-DD');72;21;8;
2478455;2956;4779;TO_DATE('2013-09-09','YYYY-MM-DD');63;23;4;
5214625;2956;5936;TO_DATE('2013-09-02','YYYY-MM-DD');43;25;4;
7957103;2956;5231;TO_DATE('2013-09-12','YYYY-MM-DD');63;23;7;
1425176;1410;6101;TO_DATE('2013-08-01','YYYY-MM-DD');71;3;6;
1187009;1410;5561;TO_DATE('2013-08-01','YYYY-MM-DD');71;3;8;
9129840;1410;5952;TO_DATE('2013-08-05','YYYY-MM-DD');68;10;2;
8940910;1410;5898;TO_DATE('2013-07-31','YYYY-MM-DD');68;10;2;
891142;885;4950;TO_DATE('2013-09-14','YYYY-MM-DD');71;8;8;
6190674;885;5215;TO_DATE('2013-09-20','YYYY-MM-DD');69;3;1;
3595274;923;5662;TO_DATE('2014-02-05','YYYY-MM-DD');17;22;1;
2004578;923;5698;TO_DATE('2014-02-02','YYYY-MM-DD');2;30;5;
2060855;2344;4689;TO_DATE('2013-06-29','YYYY-MM-DD');15;26;6;
9997825;2344;5773;TO_DATE('2013-06-16','YYYY-MM-DD');15;26;8;
1244873;2344;6491;TO_DATE('2013-06-16','YYYY-MM-DD');20;19;3;
4943188;2344;5742;TO_DATE('2013-06-17','YYYY-MM-DD');20;19;8;
7023236;2344;4504;TO_DATE('2013-06-19','YYYY-MM-DD');55;19;4;
8389335;2344;5498;TO_DATE('2013-06-24','YYYY-MM-DD');26;27;10;
3664666;2344;6134;TO_DATE('2013-06-30','YYYY-MM-DD');55;19;10;
8778997;2344;6222;TO_DATE('2013-06-16','YYYY-MM-DD');55;19;9;
6456719;2344;4847;TO_DATE('2013-06-25','YYYY-MM-DD');32;18;6;
2681703;2344;6057;TO_DATE('2013-06-29','YYYY-MM-DD');32;18;4;
4254060;3575;5411;TO_DATE('2014-03-08','YYYY-MM-DD');68;1;10;
1846613;3575;5343;TO_DATE('2014-02-28','YYYY-MM-DD');69;3;8;
9161345;4234;5709;TO_DATE('2013-07-21','YYYY-MM-DD');8;8;10;
5453762;3843;4523;TO_DATE('2013-04-29','YYYY-MM-DD');71;6;4;
8381580;998;4801;TO_DATE('2014-02-04','YYYY-MM-DD');51;10;8;
7471850;998;4781;TO_DATE('2014-02-06','YYYY-MM-DD');51;10;6;
9295849;941;5367;TO_DATE('2013-06-17','YYYY-MM-DD');56;22;5;
2987088;941;5468;TO_DATE('2013-06-12','YYYY-MM-DD');56;22;8;
9660589;941;5523;TO_DATE('2013-06-18','YYYY-MM-DD');65;13;2;
731757;2584;5046;TO_DATE('2013-06-29','YYYY-MM-DD');49;24;9;
9874338;2584;5720;TO_DATE('2013-07-07','YYYY-MM-DD');49;24;3;
5103784;2584;5897;TO_DATE('2013-07-04','YYYY-MM-DD');8;12;8;
9014201;2584;5063;TO_DATE('2013-06-23','YYYY-MM-DD');8;12;10;
5770935;2584;6322;TO_DATE('2013-07-03','YYYY-MM-DD');22;28;3;
8585785;2584;5084;TO_DATE('2013-07-04','YYYY-MM-DD');22;28;5;
1759557;535;5452;TO_DATE('2013-06-28','YYYY-MM-DD');8;12;7;
1970395;535;4886;TO_DATE('2013-07-06','YYYY-MM-DD');22;28;2;
5831423;535;5076;TO_DATE('2013-06-25','YYYY-MM-DD');22;28;3;
1170709;535;5384;TO_DATE('2013-07-01','YYYY-MM-DD');22;28;10;
4068243;535;5577;TO_DATE('2013-07-06','YYYY-MM-DD');49;24;6;
8928393;2819;6356;TO_DATE('2013-05-24','YYYY-MM-DD');45;15;8;
2365862;2819;4761;TO_DATE('2013-05-13','YYYY-MM-DD');64;20;8;
679242;2819;6309;TO_DATE('2013-05-20','YYYY-MM-DD');64;20;5;
4641983;712;5042;TO_DATE('2013-05-14','YYYY-MM-DD');11;12;2;
4667445;712;5929;TO_DATE('2013-05-18','YYYY-MM-DD');64;20;3;
513221;712;6146;TO_DATE('2013-05-17','YYYY-MM-DD');45;15;9;
653244;2803;6364;TO_DATE('2013-08-10','YYYY-MM-DD');23;17;3;
8887702;2803;6238;TO_DATE('2013-08-04','YYYY-MM-DD');71;11;9;
2667659;2803;5619;TO_DATE('2013-08-13','YYYY-MM-DD');71;11;9;
6850230;2803;5646;TO_DATE('2013-08-10','YYYY-MM-DD');7;24;6;
3216518;2266;6042;TO_DATE('2014-02-14','YYYY-MM-DD');31;1;3;
2750140;4499;5900;TO_DATE('2013-09-22','YYYY-MM-DD');55;18;10;
8156180;4499;5203;TO_DATE('2013-09-20','YYYY-MM-DD');55;18;5;
7080180;1404;5290;TO_DATE('2013-12-05','YYYY-MM-DD');41;10;3;
159885;850;5495;TO_DATE('2013-12-16','YYYY-MM-DD');16;7;6;
2358371;850;5247;TO_DATE('2013-12-10','YYYY-MM-DD');41;10;4;
1198936;850;6379;TO_DATE('2013-12-07','YYYY-MM-DD');41;10;6;
1025321;850;6029;TO_DATE('2013-12-11','YYYY-MM-DD');38;3;6;
8451792;850;5813;TO_DATE('2013-12-07','YYYY-MM-DD');63;2;10;
2295772;850;5268;TO_DATE('2013-12-08','YYYY-MM-DD');63;2;10;
3938920;4153;6484;TO_DATE('2013-05-26','YYYY-MM-DD');69;6;3;
1485830;42;5813;TO_DATE('2014-03-17','YYYY-MM-DD');18;4;3;
4858965;42;5430;TO_DATE('2014-03-16','YYYY-MM-DD');19;8;10;
5970784;42;4528;TO_DATE('2014-03-09','YYYY-MM-DD');18;4;4;
8736269;833;5810;TO_DATE('2014-01-05','YYYY-MM-DD');33;23;8;
1879023;833;4576;TO_DATE('2014-01-06','YYYY-MM-DD');37;16;7;
7509090;3423;5794;TO_DATE('2013-07-04','YYYY-MM-DD');71;14;2;
1236736;3423;4525;TO_DATE('2013-07-12','YYYY-MM-DD');63;22;5;
8630273;3017;5582;TO_DATE('2013-12-30','YYYY-MM-DD');65;12;3;
3031106;3017;6407;TO_DATE('2014-01-03','YYYY-MM-DD');57;25;8;
9070363;1611;6017;TO_DATE('2013-12-22','YYYY-MM-DD');51;13;1;
2062866;1611;6410;TO_DATE('2013-12-24','YYYY-MM-DD');61;13;10;
3924796;1611;5151;TO_DATE('2013-12-29','YYYY-MM-DD');57;25;8;
3813797;1611;5766;TO_DATE('2014-01-02','YYYY-MM-DD');57;25;3;
6316353;1611;5834;TO_DATE('2013-12-26','YYYY-MM-DD');51;13;1;
4366045;1611;5516;TO_DATE('2013-12-24','YYYY-MM-DD');65;12;3;
5565417;4328;4809;TO_DATE('2013-12-16','YYYY-MM-DD');39;21;7;
3503302;2819;4562;TO_DATE('2014-04-17','YYYY-MM-DD');57;12;1;
6681809;2819;6462;TO_DATE('2014-04-14','YYYY-MM-DD');51;28;3;
9687302;2819;5497;TO_DATE('2014-04-13','YYYY-MM-DD');57;12;1;
2071776;296;5438;TO_DATE('2014-01-13','YYYY-MM-DD');27;15;7;
5839298;296;5113;TO_DATE('2014-01-15','YYYY-MM-DD');3;18;7;
9689180;296;5491;TO_DATE('2014-01-06','YYYY-MM-DD');10;15;7;
2008434;2414;6046;TO_DATE('2013-10-09','YYYY-MM-DD');59;26;10;
2269717;2414;5105;TO_DATE('2013-10-09','YYYY-MM-DD');59;26;4;
444056;2414;6168;TO_DATE('2013-09-30','YYYY-MM-DD');53;16;7;
890799;574;4848;TO_DATE('2013-07-20','YYYY-MM-DD');47;17;3;
7315082;574;5759;TO_DATE('2013-07-17','YYYY-MM-DD');47;17;2;
8919800;1840;4972;TO_DATE('2014-01-25','YYYY-MM-DD');52;11;7;
1454501;1840;4870;TO_DATE('2014-01-25','YYYY-MM-DD');52;11;1;
8576397;1840;6387;TO_DATE('2014-01-14','YYYY-MM-DD');64;24;4;
1937719;1341;5759;TO_DATE('2014-04-22','YYYY-MM-DD');57;18;7;
5380822;1341;5862;TO_DATE('2014-04-19','YYYY-MM-DD');58;24;7;
3188149;1341;5590;TO_DATE('2014-04-12','YYYY-MM-DD');56;12;9;
5913258;1341;6032;TO_DATE('2014-04-13','YYYY-MM-DD');55;22;10;
3936373;1341;4869;TO_DATE('2014-04-19','YYYY-MM-DD');58;24;1;
222494;59;5744;TO_DATE('2013-11-02','YYYY-MM-DD');55;5;7;
965595;923;6209;TO_DATE('2013-04-25','YYYY-MM-DD');49;9;9;
7696339;923;4603;TO_DATE('2013-04-30','YYYY-MM-DD');30;6;9;
6408236;923;6070;TO_DATE('2013-04-27','YYYY-MM-DD');30;6;1;
9041844;923;6400;TO_DATE('2013-04-29','YYYY-MM-DD');49;9;9;
8387994;2190;4768;TO_DATE('2013-05-02','YYYY-MM-DD');30;6;1;
3528832;2190;5907;TO_DATE('2013-04-22','YYYY-MM-DD');49;9;7;
5391921;2190;5818;TO_DATE('2013-04-27','YYYY-MM-DD');49;9;8;
9141134;2190;6339;TO_DATE('2013-05-04','YYYY-MM-DD');30;6;8;
5794105;3283;4910;TO_DATE('2014-04-11','YYYY-MM-DD');2;27;8;
730538;4370;4812;TO_DATE('2013-10-12','YYYY-MM-DD');59;27;6;
120361;4370;5692;TO_DATE('2013-10-10','YYYY-MM-DD');52;17;1;
2457546;4370;5032;TO_DATE('2013-10-10','YYYY-MM-DD');59;27;6;
5086053;4036;5915;TO_DATE('2013-08-22','YYYY-MM-DD');72;8;5;
8110261;4036;6247;TO_DATE('2013-08-22','YYYY-MM-DD');72;8;7;
6870278;4036;4670;TO_DATE('2013-08-17','YYYY-MM-DD');72;8;10;
3653178;3131;5835;TO_DATE('2014-02-09','YYYY-MM-DD');72;2;2;
783255;3131;5526;TO_DATE('2014-02-13','YYYY-MM-DD');72;2;8;
8905691;1599;5905;TO_DATE('2013-09-28','YYYY-MM-DD');67;1;4;
1354297;1599;5785;TO_DATE('2013-10-08','YYYY-MM-DD');67;1;9;
4482891;2731;6198;TO_DATE('2014-01-08','YYYY-MM-DD');72;3;5;
9898544;2731;5609;TO_DATE('2014-01-13','YYYY-MM-DD');72;3;7;
4404943;2731;6151;TO_DATE('2014-01-08','YYYY-MM-DD');71;9;8;
5572177;2731;6340;TO_DATE('2014-01-04','YYYY-MM-DD');69;9;6;
148476;2731;5182;TO_DATE('2013-12-30','YYYY-MM-DD');71;9;7;
7319776;94;6392;TO_DATE('2014-01-30','YYYY-MM-DD');68;5;4;
9081561;94;5319;TO_DATE('2014-02-05','YYYY-MM-DD');72;3;6;
2336162;94;4575;TO_DATE('2014-02-03','YYYY-MM-DD');68;5;4;
4881815;94;6094;TO_DATE('2014-02-01','YYYY-MM-DD');67;3;10;
8761297;896;6314;TO_DATE('2013-05-05','YYYY-MM-DD');70;8;4;
2874253;896;5324;TO_DATE('2013-05-06','YYYY-MM-DD');70;8;1;
6671071;4454;5957;TO_DATE('2013-12-11','YYYY-MM-DD');24;4;6;
5776529;4454;4616;TO_DATE('2013-12-05','YYYY-MM-DD');24;4;4;
4997486;4454;5153;TO_DATE('2013-12-16','YYYY-MM-DD');25;10;3;
4743718;4454;5504;TO_DATE('2013-12-10','YYYY-MM-DD');25;10;9;
5348783;3625;4533;TO_DATE('2013-12-22','YYYY-MM-DD');11;11;4;
984885;184;6362;TO_DATE('2013-12-25','YYYY-MM-DD');11;11;5;
4049044;555;6070;TO_DATE('2013-09-10','YYYY-MM-DD');68;10;10;
1204068;555;6311;TO_DATE('2013-09-01','YYYY-MM-DD');72;1;10;
3601758;555;6228;TO_DATE('2013-09-06','YYYY-MM-DD');72;1;8;
5827926;555;5667;TO_DATE('2013-09-07','YYYY-MM-DD');69;10;4;
9920415;3530;5261;TO_DATE('2014-02-01','YYYY-MM-DD');58;18;4;
8819765;3530;6344;TO_DATE('2014-02-05','YYYY-MM-DD');58;18;5;
6948548;4067;5710;TO_DATE('2014-03-02','YYYY-MM-DD');18;18;10;
6404503;4067;6063;TO_DATE('2014-02-24','YYYY-MM-DD');18;18;6;
8837220;4067;5152;TO_DATE('2014-03-03','YYYY-MM-DD');8;19;6;
1019966;4067;5342;TO_DATE('2014-02-21','YYYY-MM-DD');8;19;3;
4127573;3159;4565;TO_DATE('2014-04-01','YYYY-MM-DD');23;17;3;
9773539;3159;5602;TO_DATE('2014-04-01','YYYY-MM-DD');26;17;7;
5894523;3159;5476;TO_DATE('2014-04-05','YYYY-MM-DD');62;23;5;
6747598;3841;6186;TO_DATE('2014-03-28','YYYY-MM-DD');69;1;2;
465361;1439;5514;TO_DATE('2014-01-08','YYYY-MM-DD');13;17;4;
33190;1439;4722;TO_DATE('2014-01-09','YYYY-MM-DD');50;17;2;
4343231;1439;6230;TO_DATE('2014-01-13','YYYY-MM-DD');47;15;2;
8664104;1439;5109;TO_DATE('2014-01-12','YYYY-MM-DD');42;19;4;
4182896;1624;5191;TO_DATE('2013-06-15','YYYY-MM-DD');59;9;7;
9427058;1624;5269;TO_DATE('2013-06-06','YYYY-MM-DD');31;2;10;
2979538;3437;5533;TO_DATE('2013-06-08','YYYY-MM-DD');59;9;5;
7818468;3437;6381;TO_DATE('2013-06-05','YYYY-MM-DD');19;5;6;
2196458;3437;5479;TO_DATE('2013-06-07','YYYY-MM-DD');19;5;3;
5614274;3437;5833;TO_DATE('2013-06-16','YYYY-MM-DD');19;5;10;
8684532;3437;4861;TO_DATE('2013-06-14','YYYY-MM-DD');59;9;9;
8989945;3437;6371;TO_DATE('2013-06-12','YYYY-MM-DD');67;6;3;
4022480;3437;5741;TO_DATE('2013-06-05','YYYY-MM-DD');59;9;6;
1815790;3437;5174;TO_DATE('2013-06-15','YYYY-MM-DD');59;9;2;
9741141;2046;4765;TO_DATE('2013-09-21','YYYY-MM-DD');43;22;10;
9950920;2046;6282;TO_DATE('2013-09-29','YYYY-MM-DD');43;22;10;
8157923;2046;4777;TO_DATE('2013-09-25','YYYY-MM-DD');69;11;7;
3045854;2046;6285;TO_DATE('2013-09-28','YYYY-MM-DD');43;22;8;
3910817;998;4683;TO_DATE('2013-11-11','YYYY-MM-DD');47;29;3;
4069913;998;4744;TO_DATE('2013-11-07','YYYY-MM-DD');21;15;2;
1665737;998;5259;TO_DATE('2013-11-10','YYYY-MM-DD');47;29;3;
8587583;998;6063;TO_DATE('2013-11-06','YYYY-MM-DD');16;24;6;
3419718;998;4700;TO_DATE('2013-11-14','YYYY-MM-DD');47;29;8;
6979591;3641;5806;TO_DATE('2013-09-09','YYYY-MM-DD');35;17;3;
8456989;4366;5013;TO_DATE('2014-01-09','YYYY-MM-DD');66;28;8;
8055675;4366;4901;TO_DATE('2014-01-18','YYYY-MM-DD');62;22;1;
3365186;4366;6122;TO_DATE('2014-01-16','YYYY-MM-DD');51;25;2;
1049689;4366;5201;TO_DATE('2014-01-17','YYYY-MM-DD');62;22;5;
1915076;4366;6077;TO_DATE('2014-01-14','YYYY-MM-DD');66;28;9;
3826366;4366;4848;TO_DATE('2014-01-18','YYYY-MM-DD');66;28;4;
7850762;3437;4655;TO_DATE('2014-01-05','YYYY-MM-DD');69;3;1;
911240;3437;6013;TO_DATE('2014-01-05','YYYY-MM-DD');68;7;4;
9065791;3437;5583;TO_DATE('2014-01-01','YYYY-MM-DD');68;7;3;
6141205;935;4945;TO_DATE('2013-07-11','YYYY-MM-DD');71;9;3;
1487726;920;5161;TO_DATE('2013-08-29','YYYY-MM-DD');68;5;10;
5933489;920;5799;TO_DATE('2013-08-24','YYYY-MM-DD');68;5;7;
9741082;4451;6496;TO_DATE('2014-03-27','YYYY-MM-DD');66;21;2;
7157613;4451;4854;TO_DATE('2014-04-09','YYYY-MM-DD');62;12;7;
4860926;4451;5699;TO_DATE('2014-03-26','YYYY-MM-DD');62;12;9;
9634984;4451;5057;TO_DATE('2014-03-28','YYYY-MM-DD');53;13;2;
2875203;4451;5509;TO_DATE('2014-04-03','YYYY-MM-DD');53;13;7;
5318726;4451;5353;TO_DATE('2014-04-05','YYYY-MM-DD');66;21;6;
7058371;4322;5584;TO_DATE('2014-03-12','YYYY-MM-DD');63;12;2;
5302169;4322;4560;TO_DATE('2014-02-27','YYYY-MM-DD');58;17;1;
631418;4322;5443;TO_DATE('2014-03-11','YYYY-MM-DD');60;14;3;
1873893;4322;5014;TO_DATE('2014-03-05','YYYY-MM-DD');63;12;10;
9698453;4322;4875;TO_DATE('2014-03-07','YYYY-MM-DD');63;12;1;
1620626;4322;5385;TO_DATE('2014-03-07','YYYY-MM-DD');60;14;3;
4922138;4322;6299;TO_DATE('2014-03-10','YYYY-MM-DD');54;30;3;
8841203;4453;5026;TO_DATE('2013-11-09','YYYY-MM-DD');48;18;6;
6937173;4453;6006;TO_DATE('2013-11-12','YYYY-MM-DD');7;27;10;
7309086;4453;4778;TO_DATE('2013-11-14','YYYY-MM-DD');7;27;5;
3283869;4453;5492;TO_DATE('2013-11-15','YYYY-MM-DD');2;23;7;
4226788;4453;6388;TO_DATE('2013-11-02','YYYY-MM-DD');7;27;2;
9340233;4453;5117;TO_DATE('2013-11-05','YYYY-MM-DD');48;18;10;
9698693;4453;6188;TO_DATE('2013-11-02','YYYY-MM-DD');7;27;3;
2531070;547;5756;TO_DATE('2013-12-03','YYYY-MM-DD');57;23;9;
8447348;3791;5253;TO_DATE('2013-10-20','YYYY-MM-DD');8;27;2;
4041853;3791;5694;TO_DATE('2013-10-26','YYYY-MM-DD');71;12;9;
6109646;3791;5805;TO_DATE('2013-10-21','YYYY-MM-DD');8;27;7;
3016276;3361;5174;TO_DATE('2013-09-20','YYYY-MM-DD');67;4;1;
8761257;3361;5059;TO_DATE('2013-09-28','YYYY-MM-DD');72;2;9;
4856958;3361;6245;TO_DATE('2013-09-24','YYYY-MM-DD');67;4;4;
8965434;3361;4768;TO_DATE('2013-09-17','YYYY-MM-DD');67;4;8;
3874319;3361;4814;TO_DATE('2013-09-25','YYYY-MM-DD');72;2;4;
8702864;1976;6315;TO_DATE('2014-03-25','YYYY-MM-DD');41;10;10;
9501836;1976;5318;TO_DATE('2014-03-19','YYYY-MM-DD');41;10;5;
8589277;1655;5273;TO_DATE('2014-01-30','YYYY-MM-DD');70;7;2;
1346475;1172;4694;TO_DATE('2014-02-07','YYYY-MM-DD');70;7;10;
744656;1172;4762;TO_DATE('2014-02-04','YYYY-MM-DD');70;7;9;
2182245;3285;5764;TO_DATE('2013-09-11','YYYY-MM-DD');72;8;6;
3936939;3285;5370;TO_DATE('2013-09-18','YYYY-MM-DD');72;8;6;
6916213;3285;5343;TO_DATE('2013-09-07','YYYY-MM-DD');67;1;9;
8194677;3285;5247;TO_DATE('2013-09-20','YYYY-MM-DD');72;8;5;
4146260;3285;6104;TO_DATE('2013-09-14','YYYY-MM-DD');68;6;7;
8434457;2073;5748;TO_DATE('2013-12-30','YYYY-MM-DD');57;23;6;
6118284;2073;4669;TO_DATE('2013-12-31','YYYY-MM-DD');21;26;1;
446713;2073;5904;TO_DATE('2013-12-29','YYYY-MM-DD');11;27;3;
7558673;2073;5355;TO_DATE('2013-12-29','YYYY-MM-DD');21;26;6;
5935901;2073;5240;TO_DATE('2014-01-02','YYYY-MM-DD');47;27;5;
4994517;2073;5993;TO_DATE('2014-01-01','YYYY-MM-DD');11;27;2;
1699344;2073;4564;TO_DATE('2013-12-29','YYYY-MM-DD');21;26;3;
668511;4472;6133;TO_DATE('2013-12-26','YYYY-MM-DD');47;27;3;
4843885;4472;5275;TO_DATE('2014-01-03','YYYY-MM-DD');11;27;9;
3817023;4472;6225;TO_DATE('2013-12-28','YYYY-MM-DD');11;27;6;
8104245;4472;6183;TO_DATE('2013-12-27','YYYY-MM-DD');11;27;9;
7140195;4472;6313;TO_DATE('2014-01-03','YYYY-MM-DD');47;27;1;
4469091;4472;4617;TO_DATE('2013-12-22','YYYY-MM-DD');47;27;7;
3519191;3986;6243;TO_DATE('2013-07-24','YYYY-MM-DD');35;18;2;
4468900;3986;5307;TO_DATE('2013-08-01','YYYY-MM-DD');16;19;6;
4499190;3986;6269;TO_DATE('2013-07-24','YYYY-MM-DD');35;18;2;
2237488;3986;5491;TO_DATE('2013-08-01','YYYY-MM-DD');5;27;10;
7357355;3986;4707;TO_DATE('2013-08-01','YYYY-MM-DD');5;27;3;
4935941;3986;5207;TO_DATE('2013-07-30','YYYY-MM-DD');35;18;5;
744602;3986;6156;TO_DATE('2013-07-23','YYYY-MM-DD');16;19;2;
461034;2990;4660;TO_DATE('2014-04-15','YYYY-MM-DD');68;9;4;
9756937;3060;6002;TO_DATE('2014-01-19','YYYY-MM-DD');67;5;3;
4422129;397;5829;TO_DATE('2014-03-10','YYYY-MM-DD');39;25;10;
7639858;252;6353;TO_DATE('2014-03-13','YYYY-MM-DD');4;15;2;
1485586;252;5999;TO_DATE('2014-03-10','YYYY-MM-DD');48;13;2;
56940;252;4901;TO_DATE('2014-03-06','YYYY-MM-DD');4;15;3;
9882123;1513;5019;TO_DATE('2014-04-06','YYYY-MM-DD');64;30;5;
724491;1513;6089;TO_DATE('2014-04-10','YYYY-MM-DD');64;30;9;
6975260;1513;5419;TO_DATE('2014-04-04','YYYY-MM-DD');64;30;2;
6626417;1513;6353;TO_DATE('2014-04-09','YYYY-MM-DD');64;30;2;
3145872;1513;5594;TO_DATE('2014-04-10','YYYY-MM-DD');63;21;2;
2318422;357;5923;TO_DATE('2014-01-29','YYYY-MM-DD');11;14;7;
4374782;2176;5507;TO_DATE('2013-08-29','YYYY-MM-DD');48;9;6;
8439762;1814;4812;TO_DATE('2013-05-13','YYYY-MM-DD');64;21;3;
8202308;1814;4706;TO_DATE('2013-05-04','YYYY-MM-DD');54;11;1;
8769063;1814;6280;TO_DATE('2013-05-01','YYYY-MM-DD');63;20;3;
6890152;3894;4662;TO_DATE('2013-05-14','YYYY-MM-DD');54;11;1;
113616;3894;5999;TO_DATE('2013-05-03','YYYY-MM-DD');64;21;5;
3518436;3894;6043;TO_DATE('2013-05-14','YYYY-MM-DD');60;15;6;
3782359;3894;5548;TO_DATE('2013-05-01','YYYY-MM-DD');60;15;9;
9183238;4442;5738;TO_DATE('2013-06-29','YYYY-MM-DD');67;4;8;
9051467;4442;5382;TO_DATE('2013-06-22','YYYY-MM-DD');68;3;8;
4934767;4442;5824;TO_DATE('2013-06-29','YYYY-MM-DD');70;8;3;
6436717;1805;4529;TO_DATE('2014-01-07','YYYY-MM-DD');7;29;10;
93509;1396;5491;TO_DATE('2014-03-23','YYYY-MM-DD');22;28;6;
9543431;1396;5700;TO_DATE('2014-03-18','YYYY-MM-DD');17;14;5;
1734504;1396;5612;TO_DATE('2014-03-18','YYYY-MM-DD');22;28;2;
9753148;1396;5063;TO_DATE('2014-03-25','YYYY-MM-DD');17;14;3;
1228419;1396;5990;TO_DATE('2014-03-27','YYYY-MM-DD');17;14;5;
7115538;1396;6389;TO_DATE('2014-03-26','YYYY-MM-DD');19;28;4;
3375941;1396;6402;TO_DATE('2014-03-28','YYYY-MM-DD');69;29;7;
8231271;1396;5265;TO_DATE('2014-03-24','YYYY-MM-DD');19;28;5;
4796595;1910;5843;TO_DATE('2013-06-25','YYYY-MM-DD');60;26;9;
2006207;1910;5295;TO_DATE('2013-06-30','YYYY-MM-DD');62;11;3;
9560645;1910;6118;TO_DATE('2013-07-01','YYYY-MM-DD');25;27;5;
6664354;1910;4695;TO_DATE('2013-07-08','YYYY-MM-DD');62;11;4;
4864056;1910;5452;TO_DATE('2013-06-29','YYYY-MM-DD');62;11;6;
9894018;1910;5144;TO_DATE('2013-06-28','YYYY-MM-DD');60;26;1;
8801653;2800;4970;TO_DATE('2014-01-04','YYYY-MM-DD');69;3;10;
8118022;3186;5979;TO_DATE('2013-08-01','YYYY-MM-DD');69;2;7;
5307581;3186;5833;TO_DATE('2013-07-24','YYYY-MM-DD');69;2;10;
144109;3186;4763;TO_DATE('2013-07-26','YYYY-MM-DD');71;9;3;
7631515;3186;4551;TO_DATE('2013-07-28','YYYY-MM-DD');69;2;7;
8189936;3186;4618;TO_DATE('2013-07-26','YYYY-MM-DD');69;2;7;
2333372;629;4515;TO_DATE('2014-04-06','YYYY-MM-DD');55;25;10;
24713;629;6488;TO_DATE('2014-04-04','YYYY-MM-DD');55;25;4;
9210862;629;5438;TO_DATE('2014-04-08','YYYY-MM-DD');57;21;6;
675030;629;5206;TO_DATE('2014-04-12','YYYY-MM-DD');29;16;7;
8797860;1100;6356;TO_DATE('2014-04-07','YYYY-MM-DD');57;21;6;
4209293;1627;6083;TO_DATE('2013-07-02','YYYY-MM-DD');20;15;4;
1283895;1627;4743;TO_DATE('2013-07-01','YYYY-MM-DD');4;12;5;
4089906;1627;5995;TO_DATE('2013-07-06','YYYY-MM-DD');19;14;5;
747035;1627;5314;TO_DATE('2013-07-08','YYYY-MM-DD');20;15;2;
436088;1627;6294;TO_DATE('2013-06-26','YYYY-MM-DD');4;12;8;
998393;3843;5121;TO_DATE('2013-09-05','YYYY-MM-DD');69;8;8;
497312;3843;4618;TO_DATE('2013-09-12','YYYY-MM-DD');69;8;4;
558584;4196;4766;TO_DATE('2013-05-17','YYYY-MM-DD');52;21;4;
3000916;4196;4541;TO_DATE('2013-05-28','YYYY-MM-DD');57;28;1;
135349;4196;5795;TO_DATE('2013-05-17','YYYY-MM-DD');58;21;7;
4287411;4196;5912;TO_DATE('2013-05-15','YYYY-MM-DD');58;21;6;
3059147;4196;4697;TO_DATE('2013-05-26','YYYY-MM-DD');52;21;8;
